t,x,y,z,time_from_sync,aligned_time,time_diff_ms
1947.609999895096,-0.001953125,-0.0078125,1.109375,1930.0083333253865,1930.005000114441,3.333210945584142
1947.619999885559,-0.01708984375,-0.0146484375,0.85400390625,1930.0183333158493,1930.015000104904,3.333210945356768
1947.6299998760223,-0.01708984375,-0.0146484375,0.85400390625,1930.0283333063128,1930.0250000953677,3.3332109451293945
1947.6399998664856,0.02587890625,-0.05419921875,1.2265625,1930.038333296776,1930.0350000858307,3.333210945356768
1947.650000095368,0.02587890625,-0.05419921875,1.2265625,1930.0483335256577,1930.0450000762944,3.3334493632537487
1947.6600000858307,0.02001953125,0.0048828125,1.201171875,1930.058333516121,1930.0550000667572,3.333449363708496
1947.670000076294,0.02001953125,0.0048828125,1.201171875,1930.068333506584,1930.0650000572205,3.3334493634811224
1947.6800000667567,0.0283203125,-0.03759765625,1.1171875,1930.078333497047,1930.075000047684,3.333449363026375
1947.6900000572205,0.0283203125,-0.03759765625,1.1171875,1930.088333487511,1930.085000038147,3.3334493639358698
1947.700000047684,0.02099609375,-0.048828125,1.23974609375,1930.0983334779744,1930.0950000286105,3.3334493639358698
1947.710000038147,0.02099609375,-0.048828125,1.23974609375,1930.1083334684367,1930.1050000190733,3.3334493634811224
1947.7200000286105,0.01708984375,-0.025390625,1.04296875,1930.118333458901,1930.115000009537,3.3334493639358698
1947.7300000190733,0.01708984375,-0.025390625,1.04296875,1930.1283334493637,1930.125,3.333449363708496
1947.7400000095367,-0.00830078125,-0.0048828125,0.88623046875,1930.138333439827,1930.134999990463,3.3334493639358698
1947.75,-0.00830078125,-0.0048828125,0.88623046875,1930.1483334302904,1930.1449999809265,3.3334493639358698
1947.759999990464,0.01123046875,-0.0107421875,0.96875,1930.158333420754,1930.1549999713895,3.333449364390617
1947.7699999809265,0.01123046875,-0.0107421875,0.96875,1930.1683334112167,1930.1649999618533,3.3334493634811224
1947.779999971389,0.03759765625,-0.03369140625,0.97265625,1930.17833340168,1930.1749999523165,3.3334493634811224
1947.789999961853,0.03759765625,-0.03369140625,0.97265625,1930.1883333921432,1930.18499994278,3.3334493632537487
1947.795000076294,0.00634765625,-0.0087890625,1.2548828125,1930.193333506584,1930.1950001716611,1.6666650772094727
1947.8199999332428,-0.00390625,-0.0400390625,1.17529296875,1930.218333363533,1930.215000152588,3.3332109451293945
1947.829999923706,-0.00390625,-0.0400390625,1.17529296875,1930.2283333539965,1930.225000143051,3.333210945584142
1947.8399999141693,0.02685546875,-0.0244140625,1.234375,1930.2383333444595,1930.2350001335144,3.3332109451293945
1947.8499999046328,0.02685546875,-0.0244140625,1.234375,1930.248333334923,1930.245000123978,3.3332109451293945
1947.859999895096,0.0361328125,-0.01171875,1.1171875,1930.2583333253865,1930.255000114441,3.333210945584142
1947.869999885559,0.0361328125,-0.01171875,1.1171875,1930.2683333158493,1930.265000104904,3.333210945356768
1947.8799998760223,-0.03466796875,-0.0693359375,0.9873046875,1930.2783333063128,1930.2750000953677,3.3332109451293945
1947.8899998664856,-0.03466796875,-0.0693359375,0.9873046875,1930.288333296776,1930.2850000858307,3.333210945356768
1947.900000095368,0.0537109375,0.025390625,0.9921875,1930.2983335256577,1930.2950000762944,3.3334493632537487
1947.9100000858307,0.0537109375,0.025390625,0.9921875,1930.308333516121,1930.3050000667572,3.333449363708496
1947.920000076294,0.021484375,-0.0419921875,0.86279296875,1930.318333506584,1930.3150000572205,3.3334493634811224
1947.9300000667567,0.021484375,-0.0419921875,0.86279296875,1930.328333497047,1930.325000047684,3.333449363026375
1947.9400000572205,0.0205078125,-0.03515625,1.056640625,1930.338333487511,1930.335000038147,3.3334493639358698
1947.950000047684,0.0205078125,-0.03515625,1.056640625,1930.3483334779744,1930.3450000286105,3.3334493639358698
1947.960000038147,0.02490234375,-0.0068359375,0.86962890625,1930.3583334684367,1930.3550000190733,3.3334493634811224
1947.9700000286105,0.02490234375,-0.0068359375,0.86962890625,1930.368333458901,1930.365000009537,3.3334493639358698
1947.9800000190733,0.0341796875,0.00244140625,0.80126953125,1930.3783334493637,1930.375,3.333449363708496
1947.9900000095367,0.0341796875,0.00244140625,0.80126953125,1930.388333439827,1930.384999990463,3.3334493639358698
1948.0,0.04736328125,-0.033203125,0.94287109375,1930.3983334302904,1930.3949999809265,3.3334493639358698
1948.009999990464,0.04736328125,-0.033203125,0.94287109375,1930.408333420754,1930.4049999713895,3.333449364390617
1948.0199999809265,-0.02001953125,0.0107421875,0.95751953125,1930.4183334112167,1930.4149999618533,3.3334493634811224
1948.029999971389,-0.02001953125,0.0107421875,0.95751953125,1930.42833340168,1930.4249999523165,3.3334493634811224
1948.039999961853,0.0146484375,0.0458984375,0.79833984375,1930.4383333921432,1930.43499994278,3.3334493632537487
1948.0499999523165,0.0146484375,0.0458984375,0.79833984375,1930.4483333826067,1930.4450001716611,3.333210945584142
1948.0599999427795,0.0107421875,-0.05859375,1.37353515625,1930.4583333730695,1930.455000162125,3.3332109444472735
1948.0699999332428,0.0107421875,-0.05859375,1.37353515625,1930.468333363533,1930.465000152588,3.3332109451293945
1948.079999923706,0.017578125,-0.01953125,1.3916015625,1930.4783333539965,1930.475000143051,3.333210945584142
1948.0899999141693,0.017578125,-0.01953125,1.3916015625,1930.4883333444595,1930.4850001335144,3.3332109451293945
1948.0999999046328,0.01025390625,-0.021484375,1.09716796875,1930.498333334923,1930.495000123978,3.3332109451293945
1948.109999895096,0.01025390625,-0.021484375,1.09716796875,1930.5083333253865,1930.505000114441,3.333210945584142
1948.119999885559,0.00146484375,-0.01708984375,1.5849609375,1930.5183333158493,1930.515000104904,3.333210945356768
1948.1299998760223,0.00146484375,-0.01708984375,1.5849609375,1930.5283333063128,1930.5250000953677,3.3332109451293945
1948.1399998664856,0.02197265625,-0.01708984375,1.4072265625,1930.538333296776,1930.5350000858307,3.333210945356768
1948.150000095368,0.02197265625,-0.01708984375,1.4072265625,1930.5483335256577,1930.5450000762944,3.3334493632537487
1948.1600000858307,0.00634765625,0.01513671875,1.11669921875,1930.558333516121,1930.5550000667572,3.333449363708496
1948.170000076294,0.00634765625,0.01513671875,1.11669921875,1930.568333506584,1930.5650000572205,3.3334493634811224
1948.1800000667567,0.0390625,0.02001953125,1.17431640625,1930.578333497047,1930.575000047684,3.333449363026375
