t,x,y,z,time_from_sync
1460.6799998283386,13.1231689453125,-86.5228271484375,161.422119140625,1430.0
1460.6849999427795,13.0682373046875,-86.517333984375,161.5264892578125,1430.005000114441
1460.689999818802,13.1781005859375,-86.50634765625,161.4605712890625,1430.0099999904635
1460.6949999332428,13.2275390625,-86.5008544921875,161.4495849609375,1430.0150001049042
1460.6999998092651,13.2769775390625,-86.4898681640625,161.4385986328125,1430.0199999809265
1460.704999923706,13.304443359375,-86.484375,161.455078125,1430.0250000953674
1460.7099997997284,13.3099365234375,-86.4788818359375,161.4990234375,1430.0299999713898
1460.7149999141693,13.3209228515625,-86.4678955078125,161.5374755859375,1430.0350000858307
1460.7199997901917,13.4033203125,-86.46240234375,161.488037109375,1430.039999961853
1460.7249999046326,13.348388671875,-86.4569091796875,161.56494140625,1430.045000076294
1460.729999780655,13.304443359375,-86.451416015625,161.6583251953125,1430.0499999523163
1460.7349998950958,13.2440185546875,-86.4404296875,161.751708984375,1430.0550000667572
1460.7399997711182,13.3868408203125,-86.4349365234375,161.65283203125,1430.0599999427795
1460.744999885559,13.3428955078125,-86.429443359375,161.71875,1430.0650000572205
1460.75,13.480224609375,-86.41845703125,161.6253662109375,1430.0700001716614
1460.7549998760223,13.524169921875,-86.4129638671875,161.6363525390625,1430.0750000476837
1460.7599999904633,13.51318359375,-86.4019775390625,161.729736328125,1430.0800001621246
1460.7649998664856,13.5791015625,-86.396484375,161.729736328125,1430.085000038147
1460.7699999809265,13.4747314453125,-86.3909912109375,161.9110107421875,1430.090000152588
1460.7749998569489,13.5791015625,-86.3800048828125,161.8890380859375,1430.0950000286102
1460.7799999713898,13.5736083984375,-86.3690185546875,161.9659423828125,1430.1000001430511
1460.784999847412,13.4527587890625,-86.363525390625,162.169189453125,1430.1050000190735
1460.789999961853,13.51318359375,-86.3525390625,162.1856689453125,1430.1100001335144
1460.7949998378754,13.5626220703125,-86.3470458984375,162.1966552734375,1430.1150000095367
1460.7999999523165,13.5406494140625,-86.3360595703125,162.2845458984375,1430.120000123978
1460.8049998283386,13.5845947265625,-86.33056640625,162.301025390625,1430.125
1460.8099999427795,13.55712890625,-86.319580078125,162.3614501953125,1430.130000114441
1460.814999818802,13.46923828125,-86.3140869140625,162.4932861328125,1430.1349999904635
1460.8199999332428,13.414306640625,-86.30859375,162.5701904296875,1430.1400001049042
1460.8249998092651,13.326416015625,-86.3031005859375,162.6800537109375,1430.1449999809265
1460.829999923706,13.359375,-86.297607421875,162.6251220703125,1430.1500000953674
1460.8349997997284,13.20556640625,-86.28662109375,162.7734375,1430.1549999713898
1460.8399999141693,13.16162109375,-86.2811279296875,162.8009033203125,1430.1600000858307
1460.8449997901917,12.89794921875,-86.275634765625,163.0206298828125,1430.164999961853
1460.8499999046326,12.7276611328125,-86.2701416015625,163.1744384765625,1430.170000076294
1460.854999780655,12.821044921875,-86.2646484375,163.026123046875,1430.1749999523163
1460.8599998950958,12.6947021484375,-86.2591552734375,163.1085205078125,1430.1800000667572
1460.8649997711182,12.6068115234375,-86.2481689453125,163.157958984375,1430.1849999427795
1460.869999885559,12.4200439453125,-86.2481689453125,163.2843017578125,1430.1900000572205
1460.875,12.1783447265625,-86.24267578125,163.4765625,1430.1950001716614
1460.8799998760223,12.205810546875,-86.2371826171875,163.4051513671875,1430.2000000476837
1460.8849999904633,12.1783447265625,-86.2261962890625,163.377685546875,1430.2050001621246
1460.8899998664856,12.0465087890625,-86.2261962890625,163.465576171875,1430.210000038147
1460.8949999809265,11.9696044921875,-86.220703125,163.5150146484375,1430.215000152588
1460.8999998569489,11.88720703125,-86.2152099609375,163.5809326171875,1430.2200000286102
1460.9049999713898,11.8597412109375,-86.2042236328125,163.5699462890625,1430.2250001430511
1460.909999847412,11.788330078125,-86.19873046875,163.597412109375,1430.2300000190735
1460.914999961853,11.7169189453125,-86.1932373046875,163.641357421875,1430.2350001335144
1460.9199998378754,11.5960693359375,-86.187744140625,163.7127685546875,1430.2400000095367
1460.9249999523165,11.4971923828125,-86.1822509765625,163.7457275390625,1430.245000123978
1460.9299998283386,11.436767578125,-86.1767578125,163.7677001953125,1430.25
1460.9349999427795,11.3818359375,-86.165771484375,163.7457275390625,1430.255000114441
1460.939999818802,11.2774658203125,-86.1602783203125,163.795166015625,1430.2599999904635
1460.9449999332428,11.22802734375,-86.15478515625,163.773193359375,1430.2650001049042
1460.9499998092651,11.0577392578125,-86.1492919921875,163.839111328125,1430.2699999809265
1460.954999923706,10.887451171875,-86.143798828125,163.916015625,1430.2750000953674
1460.9599997997284,10.810546875,-86.1383056640625,163.8775634765625,1430.2799999713898
1460.9649999141693,10.6951904296875,-86.1273193359375,163.905029296875,1430.2850000858307
1460.9699997901917,10.52490234375,-86.1273193359375,163.9984130859375,1430.289999961853
1460.9749999046326,10.30517578125,-86.121826171875,164.1412353515625,1430.295000076294
1460.979999780655,10.2392578125,-86.1163330078125,164.168701171875,1430.2999999523163
1460.9849998950958,10.107421875,-86.1163330078125,164.2510986328125,1430.3050000667572
1460.9899997711182,10.107421875,-86.11083984375,164.20166015625,1430.3099999427795
1460.994999885559,10.0469970703125,-86.099853515625,164.1741943359375,1430.3150000572205
1461.0,9.9151611328125,-86.099853515625,164.2401123046875,1430.3200001716614
1461.0049998760223,9.7174072265625,-86.0943603515625,164.37744140625,1430.3250000476837
1461.0099999904633,9.5361328125,-86.0943603515625,164.50927734375,1430.3300001621246
1461.0149998664856,9.3988037109375,-86.0888671875,164.6026611328125,1430.335000038147
