sensor_name,within_spec,expected_rate_hz,actual_rate_hz,rate_deviation_percent,mean_jitter_ms,max_jitter_ms,jitter_threshold_ms,jitter_violations,num_gaps,num_samples,duration_seconds
gps,True,1,1.0,0.0,0.0,0.0,100,0,0,88,87.0
sensor_3,True,200,200.0,0.0,0.0,0.0,20,0,0,17601,88.0
sensor_4,True,200,200.0,0.0,0.0,0.0,20,0,0,17600,88.0
sensor_5,True,200,200.0,0.0,0.0,0.0,20,0,0,17600,88.0
sensor_wb,True,100,100.36,0.36,0.161,10.0,20,0,0,8831,88.0
sensor_wnb,False,10,7.43,25.74,59.985,100.0,50,325,0,652,87.7
