t,x,y,z,time_from_sync
313.7699999809265,2.8076171875,0.732421875,-2.38037109375,282.00166682402295
313.77499985694885,1.8310546875,0.54931640625,-2.8076171875,282.0066667000453
313.77999997138977,-2.3193359375,-0.6103515625,-2.62451171875,282.0116668144862
313.7849998474121,-0.48828125,-0.244140625,0.18310546875,282.01666669050854
313.789999961853,-0.67138671875,-0.1220703125,-1.40380859375,282.02166680494946
313.79499983787537,0.67138671875,-0.06103515625,1.28173828125,282.0266666809718
313.7999999523163,1.0986328125,-0.06103515625,-0.42724609375,282.0316667954127
313.8049998283386,1.708984375,0.6103515625,-4.39453125,282.03666667143506
313.80999994277954,-2.9296875,-0.9765625,0.244140625,282.041666785876
313.8149998188019,-2.9296875,0.54931640625,-8.6669921875,282.0466666618983
313.8199999332428,-6.7138671875,-1.15966796875,-2.38037109375,282.05166677633923
313.82499980926514,-2.25830078125,0.48828125,-4.0283203125,282.05666665236157
313.82999992370605,0.6103515625,0.244140625,-1.46484375,282.0616667668025
313.8349997997284,-1.15966796875,0.54931640625,-4.150390625,282.0666666428248
313.8399999141693,0.79345703125,-0.06103515625,0.48828125,282.07166675726575
313.84499979019165,0.67138671875,0.8544921875,-2.25830078125,282.0766666332881
313.84999990463257,0.8544921875,-0.6103515625,2.99072265625,282.081666747729
313.8549997806549,-0.8544921875,0.18310546875,-2.86865234375,282.08666662375134
313.8599998950958,-0.30517578125,-0.6103515625,0.0,282.09166673819226
313.86499977111816,-1.3427734375,0.18310546875,-3.84521484375,282.0966666142146
313.8699998855591,-0.18310546875,-0.6103515625,0.6103515625,282.1016667286555
313.875,-0.1220703125,0.67138671875,-2.8076171875,282.10666684309643
313.87999987602234,0.1220703125,0.6103515625,-1.15966796875,282.1116667191188
313.88499999046326,0.48828125,0.732421875,-1.64794921875,282.1166668335597
313.8899998664856,0.1220703125,0.1220703125,-1.52587890625,282.12166670958203
313.8949999809265,1.46484375,0.3662109375,-0.3662109375,282.12666682402295
313.89999985694885,1.3427734375,0.18310546875,1.77001953125,282.1316667000453
313.90499997138977,-0.79345703125,0.42724609375,-3.47900390625,282.1366668144862
313.9099998474121,0.244140625,-0.18310546875,0.18310546875,282.14166669050854
313.914999961853,-1.40380859375,0.42724609375,-4.7607421875,282.14666680494946
313.91999983787537,-0.732421875,-0.06103515625,0.30517578125,282.1516666809718
313.9249999523163,-0.3662109375,0.54931640625,-5.43212890625,282.1566667954127
313.9299998283386,0.9765625,0.54931640625,4.21142578125,282.16166667143506
313.93499994277954,0.79345703125,1.220703125,-6.8359375,282.166666785876
313.9399998188019,2.86865234375,0.732421875,6.2255859375,282.1716666618983
313.9449999332428,4.82177734375,1.15966796875,-4.45556640625,282.17666677633923
313.94999980926514,5.2490234375,0.9765625,-2.685546875,282.18166665236157
313.95499992370605,0.67138671875,-0.1220703125,-1.46484375,282.1866667668025
313.9599997997284,-2.3193359375,0.30517578125,-2.0751953125,282.1916666428248
313.9649999141693,-2.0751953125,-0.42724609375,-3.60107421875,282.19666675726575
313.96999979019165,0.18310546875,0.1220703125,-1.3427734375,282.2016666332881
313.97499990463257,4.08935546875,0.6103515625,1.03759765625,282.206666747729
313.9799997806549,1.40380859375,0.18310546875,0.732421875,282.21166662375134
313.9849998950958,0.42724609375,0.06103515625,-1.15966796875,282.21666673819226
313.98999977111816,0.9765625,-0.244140625,-0.48828125,282.2216666142146
313.9949998855591,-1.0986328125,0.0,-3.84521484375,282.2266667286555
314.0,2.0751953125,-0.42724609375,2.25830078125,282.23166684309643
314.00499987602234,0.91552734375,-0.48828125,-4.0283203125,282.2366667191188
314.00999999046326,0.79345703125,-1.40380859375,3.60107421875,282.2416668335597
314.0149998664856,0.1220703125,-0.54931640625,-6.16455078125,282.24666670958203
314.0199999809265,2.0751953125,-1.5869140625,3.23486328125,282.25166682402295
314.02499985694885,1.40380859375,-0.244140625,-5.7373046875,282.2566667000453
314.02999997138977,0.3662109375,-1.46484375,3.47900390625,282.2616668144862
314.0349998474121,-1.46484375,-0.42724609375,-7.32421875,282.26666669050854
314.039999961853,-0.732421875,-1.77001953125,2.25830078125,282.27166680494946
