t,x,y,z,time_from_sync,aligned_time,time_diff_ms,gyro_x,gyro_y,gyro_z
26.605000019073486,-0.005859375,0.32958984375,0.95654296875,9.003333449363708,9.0,3.333449363708496,0.0,0.0,0.0
26.615000009536743,-0.005859375,0.32958984375,0.95654296875,9.013333439826964,9.009999990463257,3.3334493637067197,0.0,0.0,0.0
26.625,-0.005859375,0.32958984375,0.95751953125,9.023333430290222,9.019999980926514,3.333449363708496,0.0,0.0,0.0
26.634999990463257,-0.005859375,0.32958984375,0.95751953125,9.03333342075348,9.029999971389778,3.333449363703167,0.0,0.0,0.0
26.64499998092652,-0.0048828125,0.3291015625,0.95654296875,9.043333411216736,9.039999961853027,3.333449363708496,0.0,0.0,0.0
26.65499997138977,-0.0048828125,0.3291015625,0.95654296875,9.053333401679993,9.049999952316284,3.333449363708496,0.0,0.0,0.0
26.664999961853027,-0.00537109375,0.32958984375,0.95556640625,9.06333339214325,9.059999942779534,3.3334493637156015,0.0,0.0,0.0
26.674999952316284,-0.00537109375,0.32958984375,0.95556640625,9.073333382606506,9.070000171661375,3.333210945131171,0.0,0.0,0.0
26.68499994277954,-0.00537109375,0.32958984375,0.95654296875,9.083333373069763,9.080000162124634,3.3332109451293945,0.0,0.0,0.0
26.6949999332428,-0.00537109375,0.32958984375,0.95654296875,9.09333336353302,9.09000015258789,3.3332109451293945,0.0,0.0,0.0
26.70499992370605,-0.00439453125,0.32958984375,0.95556640625,9.103333353996277,9.100000143051147,3.3332109451293945,0.0,0.0,0.0
26.71499991416931,-0.00439453125,0.32958984375,0.95556640625,9.113333344459534,9.110000133514404,3.3332109451293945,0.0,0.0,0.0
26.72499990463257,-0.005859375,0.32958984375,0.9560546875,9.12333333492279,9.120000123977668,3.333210945122289,0.0,0.0,0.0
26.734999895095825,-0.00634765625,0.330078125,0.9560546875,9.133333325386047,9.130000114440918,3.3332109451293945,0.0,0.0,0.0
26.74499988555908,-0.00634765625,0.330078125,0.9560546875,9.143333315849304,9.140000104904177,3.333210945127618,0.0,0.0,0.0
26.75499987602234,-0.005859375,0.330078125,0.9560546875,9.15333330631256,9.150000095367432,3.333210945127618,0.0,0.0,0.0
26.7649998664856,-0.005859375,0.330078125,0.9560546875,9.163333296775818,9.160000085830688,3.3332109451293945,0.0,0.0,0.0
26.77500009536743,-0.00537109375,0.3291015625,0.95654296875,9.173333525657654,9.170000076293944,3.3334493637102725,0.0,0.0,0.0
26.78500008583069,-0.00537109375,0.3291015625,0.95654296875,9.18333351612091,9.18000006675721,3.3334493637013907,0.0,0.0,0.0
