t,x,y,z,time_from_sync,aligned_time,time_diff_ms,gyro_x,gyro_y,gyro_z
1272.6050000190735,0.0712890625,0.03369140625,1.18701171875,1255.0033334493637,1255.0,3.333449363708496,1.15966796875,-1.77001953125,-0.30517578125
1272.6150000095367,0.0712890625,0.03369140625,1.18701171875,1255.013333439827,1255.0099999904637,3.3334493632537487,1.15966796875,-1.77001953125,-0.30517578125
1272.625,-0.017578125,-0.0791015625,0.76171875,1255.0233334302902,1255.0199999809265,3.333449363708496,2.3193359375,3.7841796875,-0.244140625
1272.6349999904633,-0.017578125,-0.0791015625,0.76171875,1255.0333334207537,1255.0299999713898,3.3334493639358698,2.3193359375,3.7841796875,-0.244140625
1272.6449999809265,0.0595703125,0.02099609375,1.1796875,1255.0433334112167,1255.039999961853,3.333449363708496,0.9765625,-3.5400390625,-0.30517578125
1272.6549999713898,0.0595703125,0.02099609375,1.1796875,1255.05333340168,1255.0499999523165,3.3334493634811224,0.9765625,-3.5400390625,-0.30517578125
1272.664999961853,0.00732421875,-0.09423828125,0.82421875,1255.0633333921432,1255.0599999427795,3.333449363708496,1.8310546875,1.5869140625,-0.30517578125
1272.6749999523165,0.00732421875,-0.09423828125,0.82421875,1255.0733333826067,1255.0700001716614,3.333210945356768,1.8310546875,1.5869140625,-0.30517578125
1272.6849999427795,0.05224609375,0.0283203125,1.24072265625,1255.0833333730698,1255.0800001621246,3.3332109451293945,1.40380859375,1.15966796875,-0.3662109375
1272.6949999332428,0.05224609375,0.0283203125,1.24072265625,1255.093333363533,1255.090000152588,3.3332109451293945,1.40380859375,1.15966796875,-0.3662109375
1272.704999923706,0.0048828125,-0.0673828125,0.76953125,1255.1033333539965,1255.1000001430511,3.333210945356768,1.5869140625,-1.8310546875,-0.244140625
1272.7149999141693,0.0048828125,-0.0673828125,0.76953125,1255.1133333444595,1255.1100001335144,3.3332109451293945,1.5869140625,-1.8310546875,-0.244140625
1272.7249999046326,0.05029296875,0.00927734375,1.3125,1255.1233333349228,1255.120000123978,3.333210944902021,1.708984375,1.5869140625,-0.3662109375
1272.7349998950958,0.05029296875,0.00927734375,1.3125,1255.133333325386,1255.130000114441,3.3332109451293945,1.708984375,1.5869140625,-0.3662109375
1272.744999885559,0.001953125,-0.0302734375,0.76318359375,1255.1433333158493,1255.1400001049042,3.3332109451293945,1.77001953125,1.46484375,-0.30517578125
1272.7549998760223,0.001953125,-0.0302734375,0.76318359375,1255.1533333063126,1255.1500000953674,3.3332109451293945,1.77001953125,1.46484375,-0.30517578125
1272.7649998664856,0.04052734375,-0.00634765625,1.267578125,1255.1633332967758,1255.1600000858307,3.3332109451293945,1.15966796875,-1.28173828125,-0.3662109375
1272.7750000953674,0.04052734375,-0.00634765625,1.267578125,1255.1733335256577,1255.170000076294,3.333449363708496,1.15966796875,-1.28173828125,-0.3662109375
1272.7850000858307,0.025390625,-0.02392578125,0.84619140625,1255.183333516121,1255.1800000667572,3.333449363708496,1.52587890625,0.30517578125,-0.30517578125
1272.795000076294,0.025390625,-0.02392578125,0.84619140625,1255.1933335065842,1255.1900000572205,3.333449363708496,1.52587890625,0.30517578125,-0.30517578125
1272.8050000667572,0.01806640625,-0.02392578125,1.09765625,1255.2033334970474,1255.2000000476835,3.3334493639358698,1.5869140625,4.2724609375,-0.3662109375
1272.8150000572205,0.01806640625,-0.02392578125,1.09765625,1255.213333487511,1255.210000038147,3.3334493639358698,1.5869140625,4.2724609375,-0.3662109375
1272.8250000476835,0.02978515625,-0.0234375,0.857421875,1255.2233334779737,1255.2200000286102,3.3334493634811224,0.18310546875,-5.859375,-0.30517578125
1272.835000038147,0.02978515625,-0.0234375,0.857421875,1255.2333334684372,1255.2300000190735,3.333449363708496,0.18310546875,-5.859375,-0.30517578125
1272.8450000286102,0.025390625,-0.06201171875,1.16259765625,1255.2433334589005,1255.2400000095367,3.333449363708496,1.708984375,6.591796875,-0.42724609375
1272.8550000190735,0.025390625,-0.06201171875,1.16259765625,1255.2533334493637,1255.25,3.333449363708496,1.708984375,6.591796875,-0.42724609375
1272.8650000095367,0.03564453125,0.0146484375,0.81494140625,1255.263333439827,1255.2599999904637,3.3334493632537487,0.0,-4.57763671875,-0.3662109375
