sensor_name,within_spec,expected_rate_hz,actual_rate_hz,rate_deviation_percent,mean_jitter_ms,max_jitter_ms,jitter_threshold_ms,jitter_violations,num_gaps,num_samples,duration_seconds
gps,False,1,0.91,8.74,95.745,3000.0,100,5,3,95,103.0
sensor_3,True,200,200.0,0.0,0.0,0.0,20,0,0,21001,105.0
sensor_4,True,200,200.0,0.0,0.0,0.0,20,0,0,21000,105.0
sensor_5,True,200,200.0,0.0,0.0,0.0,20,0,0,21000,105.0
sensor_wb,True,100,100.1,0.1,0.187,10.0,20,0,0,10511,105.0
