t,x,y,z,time_from_sync,aligned_time,time_diff_ms,gyro_x,gyro_y,gyro_z
1288.914999961853,-0.646484375,0.14208984375,0.70068359375,1255.0016667842865,1255.0,1.6667842864990234,1.28173828125,4.0283203125,-2.13623046875
1288.9199998378754,-0.666015625,0.251953125,0.78125,1255.0066666603088,1255.005000114441,1.6665458679199219,-0.8544921875,13.61083984375,-2.44140625
1288.9249999523165,-0.75048828125,0.1884765625,0.818359375,1255.01166677475,1255.0099999904637,1.6667842862716498,1.5869140625,6.89697265625,-0.6103515625
1288.9299998283386,-0.6591796875,0.2060546875,0.849609375,1255.016666650772,1255.0150001049042,1.6665458679199219,-0.79345703125,-14.5263671875,-0.42724609375
1288.9349999427795,-0.5888671875,0.22802734375,0.79736328125,1255.021666765213,1255.0199999809265,1.6667842864990234,2.62451171875,-16.11328125,-0.3662109375
1288.939999818802,-0.50732421875,0.2685546875,0.74853515625,1255.0266666412356,1255.0250000953674,1.6665458681472956,1.8310546875,-8.97216796875,-0.67138671875
1288.9449999332428,-0.55322265625,0.29443359375,0.74365234375,1255.0316667556765,1255.0299999713898,1.6667842867263971,0.8544921875,-2.9296875,-0.9765625
1288.9499998092651,-0.60888671875,0.21484375,0.71142578125,1255.0366666316986,1255.0350000858307,1.6665458679199219,2.74658203125,8.9111328125,-0.9765625
1288.954999923706,-0.69482421875,0.21142578125,0.732421875,1255.0416667461395,1255.039999961853,1.6667842864990234,0.0,9.09423828125,-1.5869140625
1288.9599997997284,-0.74365234375,0.2294921875,0.78662109375,1255.046666622162,1255.045000076294,1.6665458681472956,0.79345703125,10.498046875,-1.46484375
1288.9649999141693,-0.7216796875,0.20361328125,0.84423828125,1255.0516667366028,1255.0499999523165,1.6667842862716498,0.9765625,4.8828125,-1.0986328125
1288.9699997901917,-0.62841796875,0.23095703125,0.87939453125,1255.0566666126251,1255.0550000667572,1.6665458679199219,0.18310546875,-4.33349609375,-1.03759765625
1288.9749999046326,-0.67578125,0.3017578125,0.8271484375,1255.061666727066,1255.0599999427795,1.6667842864990234,2.38037109375,-0.8544921875,-1.28173828125
